        NN     FT     ST      E       DCG
No.387: 0.000	 0.000	 0.000	 0.000	 0.199
No.388: 0.000	 0.091	 0.091	 0.093	 0.258
No.389: 0.000	 0.000	 0.000	 0.047	 0.243
No.390: 1.000	 0.364	 0.364	 0.186	 0.518
No.391: 0.000	 0.091	 0.273	 0.140	 0.293
No.392: 0.000	 0.182	 0.182	 0.093	 0.313
No.393: 0.000	 0.091	 0.091	 0.093	 0.308
No.394: 1.000	 0.091	 0.091	 0.047	 0.384
No.395: 1.000	 0.364	 0.455	 0.233	 0.673
No.396: 1.000	 0.273	 0.364	 0.186	 0.463
No.397: 1.000	 0.364	 0.364	 0.233	 0.536
No.398: 0.000	 0.000	 0.091	 0.047	 0.216
No.399: 0.000	 0.182	 0.182	 0.140	 0.392
No.400: 1.000	 0.273	 0.364	 0.186	 0.585
No.401: 0.000	 0.000	 0.000	 0.051	 0.190
No.402: 0.000	 0.000	 0.000	 0.000	 0.183
No.403: 0.000	 0.143	 0.143	 0.103	 0.404
No.404: 0.000	 0.000	 0.000	 0.000	 0.165
No.405: 0.000	 0.000	 0.000	 0.000	 0.169
No.406: 0.000	 0.000	 0.000	 0.000	 0.184
No.407: 0.000	 0.000	 0.000	 0.000	 0.188
No.408: 0.000	 0.143	 0.143	 0.051	 0.374
No.409: 0.000	 0.143	 0.143	 0.051	 0.311
No.410: 0.000	 0.000	 0.000	 0.000	 0.182
No.411: 0.000	 0.143	 0.143	 0.051	 0.310
No.412: 0.000	 0.000	 0.000	 0.000	 0.159
No.413: 0.000	 0.000	 0.000	 0.000	 0.140
No.414: 1.000	 0.143	 0.143	 0.051	 0.369
No.415: 0.000	 0.000	 0.000	 0.000	 0.136
No.416: 0.000	 0.000	 0.000	 0.000	 0.153
No.417: 0.000	 0.000	 0.143	 0.051	 0.238
No.418: 0.000	 0.000	 0.000	 0.000	 0.168
No.419: 0.000	 0.143	 0.143	 0.051	 0.395
No.420: 0.000	 0.000	 0.000	 0.000	 0.198
No.421: 0.000	 0.000	 0.000	 0.000	 0.152
No.422: 0.000	 0.000	 0.000	 0.000	 0.175
No.423: 0.000	 0.000	 0.000	 0.000	 0.159
No.424: 0.000	 0.000	 0.000	 0.000	 0.172
No.425: 0.000	 0.000	 0.143	 0.051	 0.232
No.426: 0.000	 0.143	 0.286	 0.103	 0.362
No.427: 0.000	 0.143	 0.143	 0.051	 0.297
No.428: 0.000	 0.143	 0.143	 0.103	 0.351
No.429: 0.000	 0.000	 0.000	 0.000	 0.160
No.430: 0.000	 0.000	 0.000	 0.051	 0.215
No.431: 0.000	 0.143	 0.143	 0.051	 0.301
No.432: 0.000	 0.143	 0.143	 0.051	 0.254
No.433: 0.000	 0.000	 0.000	 0.000	 0.203
No.434: 0.000	 0.143	 0.429	 0.154	 0.340
No.435: 0.000	 0.000	 0.000	 0.000	 0.171
No.436: 0.000	 0.000	 0.000	 0.000	 0.192
No.437: 0.000	 0.000	 0.000	 0.000	 0.172
No.438: 0.000	 0.000	 0.143	 0.051	 0.203
No.439: 0.000	 0.000	 0.143	 0.051	 0.196
No.440: 0.000	 0.143	 0.143	 0.051	 0.277
No.441: 0.000	 0.000	 0.000	 0.000	 0.173
No.442: 0.000	 0.143	 0.143	 0.103	 0.322
